0.033645,-0.033645,2.9056
0.028262,-0.028262,2.9056
0.017496,-0.048448,2.9326
0.0013465,-0.043065,2.9003
0.012113,-0.037682,2.9164
0.012113,-0.026916,2.911
0.028262,-0.033645,2.911
0.033645,-0.039029,2.911
0.028262,-0.026916,2.9272
0.017496,-0.021533,2.9003
0.022879,-0.053834,2.9272
0.0067297,-0.032299,2.9218
0.022879,-0.032299,2.9379
0.033645,-0.039029,2.9164
0.022879,-0.026916,2.9326
0.017496,-0.016149,2.9056
0.022879,-0.049795,2.911
0.022879,-0.039029,2.9056
0.0067297,-0.048448,2.9164
0.028262,-0.021533,2.9218
0.017496,-0.026916,2.9272
0.028262,-0.033645,2.9218
0.012113,-0.043065,2.911
0.033645,-0.012113,2.9164
0.017496,-0.021533,2.911
0.022879,-0.021533,2.9218
0.022879,-0.033645,2.9003
0.012113,-0.037682,2.9218
0.028262,-0.033645,2.9164
0.028262,-0.033645,2.911
0.012113,-0.032299,2.911
0.0067297,-0,2.911
0.022879,-0.032299,2.9326
0.012113,-0.032299,2.9218
0.028262,-0.028262,2.911
0.0067297,-0.032299,2.9541
0.021533,-0.033645,2.8787
0.022879,-0.032299,2.9056
0.012113,-0.032299,2.9379
0.028262,-0.043065,2.9218
0.022879,-0.032299,2.9218
0.017496,-0.026916,2.9218
0.017496,-0.048448,2.9433
0.028262,-0.043065,2.9433
0.022879,-0.037682,2.9272
0.022879,-0.037682,2.9326
0.026916,-0.055178,2.911
0.022879,-0.026916,2.9218
0.033645,-0.017496,2.911
0.017496,-0.016149,2.9433
0.033645,-0.022879,2.9218
0.022879,-0.016149,2.9379
0.022879,-0.032299,2.9326
0.022879,-0.016149,2.9379
0.0067297,-0.026916,2.9056
0.033645,-0.022879,2.911
0.012113,-0.053834,2.9164
0.044412,-0.022879,2.9164
0.028262,-0.032299,2.9218
0.017496,-0.043065,2.9379
0.012113,-0.053834,2.911
0.010766,-0.039029,2.8733
0.022879,-0.016149,2.9218
0.022879,-0.039029,2.9056
0.026916,-0.039029,2.8841
0.022879,-0.021533,2.9326
0.017496,-0.021533,2.9487
0.028262,-0.028262,2.9164
0.022879,-0.021533,2.9218
0.017496,-0.037682,2.9272
-0,-0.043065,2.8841
0.012113,-0.032299,2.911
0.012113,-0.037682,2.9272
0.022879,-0.055178,2.9164
0.039029,-0.022879,2.9218
0.022879,-0.026916,2.9218
0.017496,-0.037682,2.9379
0.022879,-0.021533,2.9218
0.012113,-0.010766,2.8949
0.022879,-0.016149,2.9272
0.012113,-0.032299,2.9433
0.028262,-0.033645,2.9164
0.022879,-0,2.9312
0.017496,-0.021533,2.9164
0.039029,-0.022879,2.9164
0.039029,-0.026916,2.9433
0.0067297,-0.048448,2.9164
0.0067297,-0.048448,2.9272
0.022879,-0.016149,2.9272
0.044412,-0.032299,2.9487
0.0067297,-0.016149,2.9218
0.021533,-0.060561,2.911
0.012113,-0.026916,2.9164
0.028262,-0.033645,2.9164
0.0067297,-0.021533,2.9003
0.032299,-0.049795,2.911
0.012113,-0.026916,2.911
0.017496,-0.010766,2.9164
0.017496,-0.016149,2.9003
0.028262,-0.010766,2.9326
0.012113,-0.0053831,2.9258
0.044412,-0.022879,2.9258
0.028262,-0.039029,2.911
0.028262,-0.032299,2.9379
0.017496,-0.032299,2.911
0.0013465,-0.021533,2.9218
0.012113,-0.026916,2.9379
0.017496,-0.037682,2.911
0.017496,-0.010766,2.9056
0.022879,-0.010766,2.9272
0.033645,-0.039029,2.9326
0.0067297,-0.021533,2.9003
0.022879,-0.048448,2.9218
0.0013465,-0.043065,2.9164
0.022879,-0.021533,2.9326
0.017496,-0.010766,2.9326
0.017496,-0.010766,2.9326
0.017496,-0.026916,2.9326
0.033645,-0.033645,2.9056
0.017496,-0.016149,2.9326
0.012113,-0.026916,2.9056
0.0013465,-0.037682,2.911
0.017496,-0.026916,2.9218
0.0067297,-0.037682,2.9164
0.012113,-0.043065,2.911
0.017496,-0.032299,2.911
0.012113,-0.021533,2.9164
0.017496,-0.048448,2.911
0.0067297,-0.043065,2.9164
0.017496,-0.048448,2.9218
0.012113,-0.043065,2.911
0.022879,-0.021533,2.911
0.044412,-0.012113,2.9164
0.012113,-0.026916,2.9326
0.012113,-0.026916,2.9218
0.022879,-0.028262,2.9056
0.017496,-0.037682,2.9326
0.0013465,-0.026916,2.9272
0.028262,-0.028262,2.9003
0.012113,-0.037682,2.9272
0.028262,-0.021533,2.9487
0.033645,-0.021533,2.9326
0.028262,-0.016149,2.9164
0.017496,-0.016149,2.9272
0.012113,-0.021533,2.911
0.022879,-0.028262,2.911
0.017496,-0.032299,2.9326
0.033645,-0.044412,2.9218
0.028262,-0.017496,2.9056
0.017496,-0.032299,2.9164
0.017496,-0.037682,2.9218
0.0067297,-0.021533,2.9272
0.028262,-0.028262,2.9218
0.017496,-0.026916,2.9164
0.039029,-0.044412,2.9433
0.033645,-0.033645,2.911
0.012113,-0.016149,2.9379
0.017496,-0.026916,2.911
0.022879,-0.016149,2.9326
0.012113,-0.026916,2.911
0.039029,-0.028262,2.9218
0.0067297,-0.037682,2.9164
0.012113,-0.026916,2.9003
0.017496,-0.021533,2.9272
-0.002693,-0.037682,2.9326
0.028262,-0.044412,2.9056
0.022879,-0.026916,2.9433
0.0067297,-0.021533,2.9003
0.028262,-0.033645,2.9003
0.033645,-0.028262,2.911
0.017496,-0.037682,2.9056
0.0013465,-0.043065,2.911
0.017496,-0.021533,2.9326
0.028262,-0.028262,2.9056
0.017496,-0.037682,2.9326
0.012113,-0.026916,2.9218
0.033645,-0.037682,2.9433
0.012113,-0.037682,2.9056
0.012113,-0.049795,2.9003
0.0067297,-0.021533,2.911
0.012113,-0.032299,2.9326
0.028262,-0.032299,2.9218
0.022879,-0.016149,2.9218
0.012113,-0.037682,2.9218
0.028262,-0.033645,2.911
0.012113,-0.026916,2.9272
0.017496,-0.010766,2.9056
0.033645,-0.021533,2.9433
0.012113,-0.021533,2.9326
0.017496,-0.026916,2.9164
0.0067297,-0.016149,2.9218
0.022879,-0.028262,2.9056
0.017496,-0.037682,2.9218
0.028262,-0.033645,2.911
0.028262,0.0040366,2.9258
0.022879,-0.044412,2.9164
0.028262,-0.049795,2.9218
0.017496,-0.037682,2.9218
0.022879,-0.039029,2.8949
0.044412,-0.022879,2.9151
0.017496,-0.026916,2.9379
0.033645,-0.044412,2.911
-0.002693,-0.021533,2.8949
0.0013465,-0.043065,2.9164
0.012113,-0.021533,2.9164
0.017496,-0.043065,2.9218
0.017496,-0.026916,2.9272
0.012113,-0.016149,2.9164
0.032299,-0.044412,2.8895
0.033645,-0.033645,2.9218
0.0067297,-0.032299,2.9164
0.0067297,-0.032299,2.9379
0.012113,-0.016149,2.9272
0.022879,-0.043065,2.9218
0.012113,-0.032299,2.9379
0.022879,-0.037682,2.9218
0.033645,-0.044412,2.911
0.028262,-0.021533,2.9272
-0.002693,-0.048448,2.9272
0.022879,-0.026916,2.9433
0.017496,-0.037682,2.911
0.022879,-0.026916,2.9433
0.0067297,-0.032299,2.9218
-0.002693,-0.043065,2.9326
0.0067297,-0.048448,2.9003
0.022879,-0.032299,2.911
0.017496,-0.048448,2.9326
0.037682,-0.049795,2.911
0.039029,-0.017496,2.9003
0.012113,-0.037682,2.9326
0.028262,-0.021533,2.9326
0.017496,-0.037682,2.9433
0.022879,-0.026916,2.9541
0.012113,-0.032299,2.9164
0.0067297,-0.037682,2.9272
0.017496,-0.039029,2.911
0.012113,-0.021533,2.9272
0.022879,-0.028262,2.9056
0.0013465,-0.026916,2.911
0.012113,-0.043065,2.9433
0.0067297,-0.037682,2.9433
0.039029,-0.028262,2.911
0.012113,-0.016149,2.9218
0.039029,-0.033645,2.9164
0.022879,-0.032299,2.9164
0.033645,-0.039029,2.9164
0.017496,-0.026916,2.9272
0.012113,-0.032299,2.9272
0.012113,-0.026916,2.9056
0.012113,-0.021533,2.9433
0.0053831,-0.060561,2.8949
0.033645,-0.049795,2.9164
0.012113,-0.026916,2.9164
0.0013465,-0.021533,2.9218
0.022879,-0.016149,2.911
0.033645,-0.037682,2.9379
0.033645,-0.044412,2.911
0.039029,-0.033645,2.9326
0.028262,-0.039029,2.9056
-0,-0.048448,2.9003
0.026916,-0.065944,2.8787
0.016149,-0.049795,2.8841
0.012113,-0.0053831,2.9326
0.022879,-0.032299,2.9218
0.028262,-0.037682,2.9326
0.012113,-0.043065,2.9056
0.012113,-0.026916,2.9164
0.017496,-0.016149,2.9272
0.010766,-0.049795,2.9003
0.012113,-0.026916,2.9326
0.028262,-0.037682,2.9326
0.028262,-0.033645,2.911
0.012113,-0.032299,2.9056
0.012113,-0.016149,2.911
0.028262,-0.033645,2.911
0.0067297,-0.021533,2.9003
0.0013465,-0.043065,2.9003
0.017496,-0.037682,2.9272
0.017496,-0.037682,2.9218
0.0067297,-0.0053831,2.9164
0.017496,-0.021533,2.9379
0.033645,-0.033645,2.9056
0.022879,-0.049795,2.9164
0.0013465,-0.010766,2.911
0.012113,-0.026916,2.9164
0.017496,-0.037682,2.9326
0.039029,-0.044412,2.9164
0.022879,-0.021533,2.911
0.039029,-0.017496,2.9003
0.021533,-0.049795,2.9003
0.022879,-0.037682,2.9487
0.028262,-0.016149,2.9326
0.039029,-0.039029,2.9218
0.012113,-0.039029,2.9003
0.028262,-0.021533,2.9164
0.012113,-0.037682,2.9326
0.028262,-0.039029,2.9164
0.0067297,-0.032299,2.9164
0.017496,-0.032299,2.9326
0.0067297,-0.021533,2.8949
0.017496,-0.049795,2.911
0.026916,-0.049795,2.9056
0.022879,-0.016149,2.9218
0.028262,-0.033645,2.911
0.017496,-0.048448,2.9218
0.0067297,-0.021533,2.9326
0.022879,-0.043065,2.9218
0.012113,-0.021533,2.9326
0.017496,-0.016149,2.9326
0.022879,-0.044412,2.911
0.039029,-0.026916,2.9379
0.039029,-0.026916,2.9433
0.028262,-0.059217,2.9379
0.022879,-0.033645,2.911
0.028262,-0.032299,2.9326
0.017496,-0.044412,2.9056
0.0013465,-0.043065,2.9218
0.021533,-0.055178,2.911
0.017496,-0.043065,2.911
0.017496,-0.028262,2.8895
0.0053831,-0.033645,2.8733
0.017496,-0.032299,2.9326
0.017496,-0.016149,2.911
0.033645,-0.026916,2.9218
0.0067297,-0.037682,2.9272
0.012113,-0.032299,2.9487
0.022879,-0.039029,2.911
-0.0080762,-0.010766,2.9433
0.017496,-0.048448,2.9272
0.033645,-0.028262,2.8949
0.012113,-0.048448,2.9218
-0.0080762,-0.026916,2.9164
0.022879,-0.026916,2.9218
0.017496,-0.021533,2.9056
0.022879,-0.049795,2.9164
0.055178,-0.033645,2.9272
0.017496,-0.016149,2.911
0.012113,-0.026916,2.9326
0.017496,-0.053834,2.9379
0.026916,-0.028262,2.8733
0.022879,-0.010766,2.9164
0.022879,-0.037682,2.9164
0.033645,-0.033645,2.9218
0.033645,-0.049795,2.9218
0.028262,-0.022879,2.911
0.0067297,-0.028262,2.8841
0.012113,-0.032299,2.9056
0.028262,-0.026916,2.9326
0.044412,-0.022879,2.9218
0.039029,-0.028262,2.9272
0.017496,-0.033645,2.9003
0.022879,-0.026916,2.9326
0.028262,-0.028262,2.911
0.033645,-0.044412,2.9218
0.012113,-0.033645,2.9003
0.0067297,-0.021533,2.9272
0.017496,-0.032299,2.9056
0.012113,-0.037682,2.911
0.012113,-0.037682,2.9272
0.0067297,-0.021533,2.9326
0.0067297,-0.037682,2.9164
0.0067297,-0.048448,2.9433
0.033645,-0.032299,2.9326
0.033645,-0.021533,2.9218
0.0067297,-0.021533,2.9326
0.028262,-0.037682,2.9433
0.017496,-0.043065,2.9056
0.012113,-0.043065,2.9272
0.0067297,-0.026916,2.9218
0.012113,-0.026916,2.9272
0.0067297,-0.037682,2.8949
0.012113,-0.021533,2.9379
0.022879,-0.043065,2.9272
0.012113,-0.021533,2.9218
0.017496,-0.037682,2.9164
0.017496,-0.021533,2.9433
0.012113,-0.016149,2.9272
0.012113,-0.026916,2.9218
0.028262,-0.026916,2.9487
-0.0080762,-0.043065,2.9379
0.028262,-0.033645,2.9218
0.017496,-0.021533,2.911
0.022879,-0.032299,2.9379
0.017496,-0.0053831,2.9164
0.0067297,-0.016149,2.911
0.022879,-0.044412,2.9164
0.026916,-0.039029,2.8949
0.032299,-0.049795,2.911
0.028262,-0.033645,2.9056
0.0067297,-0.016149,2.911
0.012113,-0.037682,2.9056
0.017496,-0.026916,2.9218
0.028262,-0.021533,2.9272
0.028262,-0.037682,2.9379
0.017496,-0.037682,2.9164
0.033645,-0.049795,2.9326
0.028262,-0.033645,2.9164
0.022879,-0.026916,2.9218
0.017496,-0.032299,2.9433
0.033645,-0.033645,2.9218
0.022879,-0.028262,2.8949
0.022879,-0.055178,2.9164
0.022879,-0.049795,2.911
0.028262,-0.022879,2.9056
0.033645,-0.0013465,2.8989
0.012113,-0.037682,2.9056
0.017496,-0.053834,2.9272
0.033645,-0.039029,2.9056
0.033645,-0.021533,2.9272
0.017496,-0.026916,2.9379
0.016149,-0.060561,2.911
0.028262,-0.033645,2.9003
0.017496,-0.032299,2.9272
0.028262,-0.044412,2.9218
0.039029,-0.044412,2.9164
0.017496,-0.037682,2.911
0.022879,-0.022879,2.9056
0.022879,-0.033645,2.9056
0.044412,-0.0053831,2.9312
0.012113,-0.026916,2.9056
0.033645,-0.039029,2.9218
0.028262,-0.049795,2.9164
0.033645,-0.026916,2.9326
0.028262,-0.028262,2.911
0.012113,-0.021533,2.8949
0.012113,-0.043065,2.911
0.028262,-0.032299,2.9702
0.017496,-0.032299,2.9379
0.017496,-0.048448,2.9164
0.012113,-0.016149,2.9541
0.028262,-0.049795,2.9272
0.033645,-0.028262,2.911
0.012113,-0.037682,2.9218
0.033645,-0.028262,2.911
0.0013465,-0.032299,2.9056
0.012113,-0.037682,2.9218
0.028262,-0.028262,2.9164
0.017496,-0.026916,2.9218
0.012113,-0.026916,2.9272
0.022879,-0.021533,2.9272
-0.002693,-0.037682,2.9272
0.017496,-0.021533,2.9056
0.039029,-0.060561,2.9379
0.028262,-0.048448,2.9487
0.028262,-0.021533,2.9272
0.012113,-0.032299,2.9379
0.012113,-0.059217,2.9433
0.0067297,-0.026916,2.911
0.017496,-0.026916,2.9056
0.012113,-0.016149,2.9164
0.0067297,-0.032299,2.911
0.0053831,-0.049795,2.8949
0.028262,-0.032299,2.9272
0.022879,-0.032299,2.9433
0.0013465,-0.026916,2.8949
0.028262,-0.022879,2.9056
0.017496,-0.0053831,2.9379
0.012113,-0.010766,2.9218
0.022879,-0.033645,2.9056
0.022879,-0.021533,2.9164
0.022879,-0.032299,2.9326
0.039029,-0.022879,2.911
0.022879,-0.037682,2.9326
0.012113,-0,2.9003
0.017496,-0.037682,2.9326
0.028262,-0.032299,2.9326
0.012113,-0.037682,2.911
0.0067297,-0.037682,2.9218
0.022879,-0.049795,2.911
0.012113,-0.021533,2.9433
0.039029,-0.044412,2.9379
0.012113,-0.021533,2.9218
0.0013465,-0.059217,2.9164
0.0013465,-0.021533,2.9272
0.022879,-0.032299,2.9326
0.028262,-0.044412,2.9218
0.017496,-0,2.9272
0.017496,-0.021533,2.9272
0.028262,-0.017496,2.911
0.028262,-0.033645,2.9164
0.017496,-0.032299,2.9164
0.012113,-0.0053831,2.9003
0.022879,-0.033645,2.9003
0.022879,-0.043065,2.9218
0.022879,-0.026916,2.9379
0.028262,-0.028262,2.911
0.012113,-0.032299,2.9272
0.0067297,-0.021533,2.9326
0.028262,-0.026916,2.9218
0.017496,-0.037682,2.911
0.028262,-0.021533,2.9272
0.012113,-0.032299,2.9379
0.017496,-0.021533,2.9003
0.012113,-0.053834,2.911
0.017496,-0.010766,2.911
0.012113,-0.026916,2.911
0.022879,-0.033645,2.9164
0.039029,-0.039029,2.911
0.017496,-0.016149,2.9056
0.017496,-0.032299,2.9164
0.0067297,-0.043065,2.9164
0.032299,-0.049795,2.9056
0.028262,-0.016149,2.9272
0.022879,-0.032299,2.911
0.022879,-0.048448,2.9272
0.017496,-0.037682,2.9326
0.017496,-0.032299,2.9218
0.028262,-0.043065,2.9326
0.022879,-0.037682,2.9379
0.028262,-0.044412,2.9218
0.043065,-0.033645,2.8949
0.028262,-0.021533,2.9258
0.0067297,-0.026916,2.9272
0.0067297,-0.048448,2.911
0.0067297,-0.043065,2.9218
0.0067297,-0.037682,2.9218
0.0067297,-0.048448,2.9164
0.022879,-0.032299,2.9218
0.022879,-0.032299,2.9272
0.033645,-0.028262,2.9218
0.0067297,-0.043065,2.9326
0.017496,-0.043065,2.9164
0.017496,-0.026916,2.9218
0.012113,-0.032299,2.911
0.017496,-0.032299,2.9218
0.028262,-0.016149,2.9326
0.017496,-0.016149,2.9164
0.022879,-0.0053831,2.9003
0.022879,-0.032299,2.9379
0.022879,-0.043065,2.9379
0.039029,-0.012113,2.9218
0.0067297,-0.032299,2.911
0.0013465,-0.026916,2.9272
0.0067297,-0.037682,2.9326
0.039029,-0.033645,2.9056
0.017496,-0.026916,2.9056
0.022879,-0.043065,2.9164
0.0067297,-0.032299,2.9056
0.012113,-0.043065,2.911
0.022879,-0.032299,2.9433
0.022879,-0.010766,2.9326
0.012113,-0.026916,2.9541
0.028262,-0.037682,2.9326
-0.0080762,-0.043065,2.9056
-0.0080762,-0.043065,2.9272
0.0067297,-0.048448,2.911
0.022879,-0.033645,2.9003
0.022879,-0.032299,2.9326
0.012113,-0.032299,2.9379
0.022879,-0.049795,2.9218
0.022879,-0.037682,2.9164
0.022879,-0.039029,2.9164
0.028262,-0.021533,2.9272
0.033645,-0.017496,2.9056
0.044412,-0.022879,2.9164
0.012113,-0.043065,2.9056
0.0067297,-0.026916,2.911
0.012113,-0.021533,2.9164
0.017496,-0.026916,2.9379
0.0067297,-0.037682,2.9379
0.017496,-0.026916,2.9272
0.0067297,-0.021533,2.911
0.012113,-0.026916,2.9056
0.017496,-0.043065,2.9164
0.044412,-0.039029,2.911
0.017496,-0.032299,2.9218
0.028262,-0.021533,2.9272
0.039029,-0.033645,2.9272
0.022879,-0.032299,2.9272
0.022879,-0.043065,2.9433
0.028262,-0.037682,2.9272
0.033645,-0.049795,2.9218
0.012113,-0.032299,2.9218
0.033645,-0.028262,2.9056
0.017496,-0.016149,2.9056
0.012113,-0.043065,2.9379
0.012113,-0.026916,2.9326
0.022879,-0.037682,2.9218
0.012113,-0.032299,2.911
-0.002693,-0.032299,2.911
0.012113,-0.021533,2.9218
0.026916,-0.044412,2.9056
0.022879,-0.043065,2.9326
0.022879,-0.044412,2.9164
-0.002693,-0.026916,2.9164
0.028262,-0.016149,2.9272
0.022879,-0.037682,2.9326
0.012113,-0.043065,2.9164
0.017496,-0.026916,2.9326
-0.002693,-0.026916,2.9218
0.0067297,-0.037682,2.9218
0.0067297,-0.048448,2.9595
0.028262,-0.037682,2.9326
0.0067297,-0.021533,2.8895
0.039029,-0.039029,2.911
0.012113,-0.048448,2.9272
-0.013459,-0.048448,2.9379
0.017496,-0.037682,2.911
0.033645,-0.043065,2.9326
0.028262,-0.028262,2.9056
-0.0080762,-0.021533,2.8895
0.017496,-0.010766,2.9272
0.017496,-0.016149,2.9326
0.022879,-0.026916,2.911
0.022879,-0.028262,2.911
0.0067297,-0.043065,2.9164
0.012113,-0.037682,2.9164
0.017496,-0.016149,2.911
0.0013465,-0.026916,2.9218
0.012113,-0.026916,2.9326
0.028262,-0.048448,2.9272
0.028262,-0.016149,2.9272
0.022879,-0.032299,2.9379
0.012113,-0.053834,2.911
0.021533,-0.055178,2.9056
0.0067297,-0.026916,2.911
0.022879,-0.028262,2.9056
0.028262,-0.0053831,2.911
0.037682,-0.039029,2.8949
0.028262,-0.032299,2.9272
0.012113,-0.037682,2.911
0.012113,-0.010766,2.9164
0.012113,-0.032299,2.8949
0.022879,-0.033645,2.911
0.012113,-0.021533,2.9056
0.0067297,-0.037682,2.9379
0.022879,-0.037682,2.9326
0.0013465,-0.016149,2.9003
0.039029,-0.033645,2.9326
0.0013465,-0.026916,2.9272
0.017496,-0.016149,2.9218
0.028262,-0.016149,2.9272
0.022879,-0.043065,2.9272
0.0067297,-0.026916,2.911
0.012113,-0.016149,2.9272
0.0067297,-0.032299,2.9218
0.028262,-0.049795,2.911
0.028262,-0.016149,2.9218
0.017496,-0.032299,2.9326
0.017496,-0.016149,2.911
0.022879,-0.044412,2.9164
0.017496,-0.037682,2.9218
0.017496,-0.043065,2.9218
0.012113,-0.039029,2.8895
0.012113,-0.032299,2.9272
0.028262,-0.037682,2.9326
0.039029,-0.022879,2.9218
0.022879,-0.021533,2.9218
0.022879,-0.039029,2.911
0.0013465,-0.053834,2.9272
0.012113,-0.016149,2.911
0.033645,-0.028262,2.9056
0.028262,-0.043065,2.9272
0.028262,-0.048448,2.9326
0.017496,-0.016149,2.9218
0.012113,-0.021533,2.9272
0.028262,-0.016149,2.9379
0.017496,-0.021533,2.9272
0.028262,-0.016149,2.9164
0.012113,-0.043065,2.911
0.033645,-0.039029,2.9272
0.022879,-0.016149,2.9218
0.012113,-0.048448,2.9164
0.012113,-0.032299,2.9272
0.012113,-0.043065,2.9272
0.012113,-0.026916,2.9272
0.028262,-0.021533,2.9218
0.037682,-0.044412,2.9056
0.026916,-0.049795,2.9056
0.017496,-0.021533,2.911
0.0067297,-0.037682,2.9326
0.028262,-0.049795,2.9218
0.017496,-0.043065,2.9379
0.0067297,-0.032299,2.9164
0.012113,-0.026916,2.9379
0.017496,-0.010766,2.8949
0.0013465,-0.037682,2.9218
0.022879,-0.037682,2.9164
-0.002693,-0.043065,2.9164
0.039029,-0.028262,2.911
0.017496,-0.026916,2.9326
0.012113,-0.039029,2.8895
0.026916,-0.055178,2.8841
0.0067297,-0.032299,2.9164
0.022879,-0.033645,2.9218
0.012113,-0.016149,2.911
0.039029,-0.039029,2.9218
0.022879,-0.016149,2.9326
0.012113,-0.021533,2.8895
0.033645,-0.028262,2.9056
0.022879,-0.026916,2.9164
0.012113,-0.026916,2.9326
0.012113,-0.032299,2.9326
0.0013465,-0.026916,2.911
0.022879,-0.044412,2.911
0.039029,-0.033645,2.9272
0.0013465,-0.021533,2.9218
0.022879,-0.043065,2.9272
0.016149,-0.060561,2.9164
0.012113,-0.016149,2.9218
-0.002693,-0.016149,2.9326
0.033645,-0.017496,2.911
0.0067297,-0.032299,2.911
0.0067297,-0.037682,2.9164
0.022879,-0.026916,2.9218
0.028262,-0.028262,2.9164
0.017496,-0.021533,2.9218
0.033645,-0.037682,2.9326
-0.002693,-0.016149,2.9164
0.0013465,-0.026916,2.8841
0.022879,-0.010766,2.9379
0.0013465,-0.021533,2.9487
0.0067297,-0.032299,2.9218
0.033645,-0.028262,2.9272
0.0067297,-0.032299,2.9326
0.022879,-0.026916,2.911
0.033645,-0.028262,2.9056
0.022879,-0.021533,2.9379
0.022879,-0.032299,2.9379
0.012113,-0.043065,2.911
0.028262,-0.032299,2.9326
0.017496,-0.043065,2.9326
0.012113,-0.037682,2.9272
0.012113,-0.037682,2.9003
0.012113,-0.016149,2.9326
0.016149,-0.049795,2.8949
0.028262,-0.039029,2.9056
0.017496,-0.048448,2.9218
0.012113,-0.037682,2.9433
0.028262,-0.049795,2.9164
0.044412,-0.022879,2.9272
0.028262,-0.055178,2.9272
0.016149,-0.033645,2.8841
0.037682,-0.044412,2.911
0.017496,-0.028262,2.911
0.0067297,-0.021533,2.911
-0.002693,-0.048448,2.9218
0.022879,-0.021533,2.9379
0.017496,-0.021533,2.9326
0.022879,-0.028262,2.9056
0.0067297,-0.021533,2.9218
0.0067297,-0.021533,2.9164
0.028262,-0.043065,2.9326
0.033645,-0.021533,2.9218
0.012113,-0.032299,2.9272
0.0013465,-0.026916,2.9218
0.0013465,-0.016149,2.9272
0.0067297,-0.032299,2.9164
0.017496,-0.039029,2.9003
0.0067297,-0.037682,2.9218
0.028262,-0.048448,2.9379
0.017496,-0.043065,2.9326
0.017496,-0.026916,2.9272
0.0067297,-0.021533,2.9003
0.022879,-0.043065,2.9326
0.0013465,-0.026916,2.9056
0.017496,-0.021533,2.911
0.033645,-0.037682,2.9326
0.022879,-0.033645,2.9056
0.017496,-0.028262,2.9056
0.028262,-0.037682,2.9326
0.022879,-0.032299,2.9218
0.017496,-0.026916,2.9164
0.017496,-0.048448,2.9218
0.028262,-0.037682,2.9326
0.0067297,-0.037682,2.9164
-0.002693,-0.037682,2.9003
0.012113,-0.026916,2.9218
0.028262,-0.033645,2.911
0.0067297,-0.037682,2.911
0.028262,-0.033645,2.9056
0.0013465,-0.037682,2.9164
0.028262,-0.016149,2.9272
0.022879,-0.039029,2.9003
0.022879,-0.037682,2.9379
0.012113,-0.010766,2.911
0.028262,-0.039029,2.9056
0.0067297,-0.043065,2.911
0.0067297,-0.037682,2.9272
0.017496,-0.016149,2.911
0.039029,-0.039029,2.911
0.017496,-0.026916,2.9433
0.022879,-0.026916,2.9164
0.017496,-0.037682,2.9056
0.0067297,-0.032299,2.9056
0.0067297,-0.026916,2.8949
0.028262,-0.033645,2.9003
0.022879,-0.032299,2.9164
0.033645,-0.037682,2.9433
0.022879,-0.039029,2.9164
0.017496,-0.037682,2.9218
0.022879,-0.043065,2.9218
0.033645,-0.026916,2.9379
0.037682,-0.055178,2.9056
0.017496,-0.021533,2.9218
